JIMBRADY'SRESTAURANT,MANHATTAN,10038,Irish,Not Critical,7,A
CAFE1OFAKIND,QUEENS,11362,Cafe,Not Critical,6,A
STARBUCKSCOFFEE,MANHATTAN,10025,Cafe,Not Critical,5,A
SPRINKLESCUPCAKES,MANHATTAN,10065,Bakery,Not Critical,9,P
LEOCASACALAMARI,BROOKLYN,11209,Pizza/Italian,Critical,13,A
JAVADAY,QUEENS,11358,Bagels/Pretzels,Not Applicable,0,A
THESHAKESPEARE,MANHATTAN,10016,Eastern European,Not Critical,12,A
COMMONSCAFE,BROOKLYN,11217,American,Not Critical,36,Z
SLAVYANSKIYBAZAR,BROOKLYN,11223,Russian,Critical,13,A
ALMAYASS,MANHATTAN,10010,Middle Eastern,Not Critical,12,A
MONUMENTLANE,MANHATTAN,10014,American,Not Critical,13,A
TASTEOFKERALAKITCHEN,QUEENS,11004,Indian,Critical,10,A
CHERI,MANHATTAN,10027,French,Critical,46,C
BARITALIA,MANHATTAN,10065,Italian,Not Critical,10,A
TEACUPCAFE,QUEENS,11373,Cafe,Not Critical,28,C
JINFENGFISHBALL,QUEENS,11355,Chinese,Critical,12,A
SOMETHING'SCOOKINGCATERING,QUEENS,11101,American,Critical,13,A
SURFBAR,BROOKLYN,11249,Seafood,Critical,12,A
GOBELIEVEBAKERY,MANHATTAN,10002,Chinese,Not Critical,27,B
MEIWEIRESTAURANT,BROOKLYN,11211,Chinese,Not Critical,28,Z
SUSHIAVEX,BROOKLYN,11223,Japanese,Critical,26,B
THERIVERCAFE,BROOKLYN,11201,American,Critical,13,A
AQUIENBELLAPUEBLAMEXICANRESTAURANT,QUEENS,11372,Mexican,Critical,6,A
ARTUSOPASTRYSHOP,BRONX,10458,Italian,Not Critical,8,A
TOAST,MANHATTAN,10027,American,Not Critical,7,A
TROPICALGRILL,MANHATTAN,10035,Spanish,Critical,28,Z
TEASTATION,QUEENS,11361,Chinese,Not Critical,18,B
FUKISUSHI,BROOKLYN,11214,Japanese,Not Critical,12,A
CREPECAFE,MANHATTAN,10029,American,Not Critical,27,B
HAVELIFINEINDIANCUISINE,QUEENS,11375,Indian,Critical,52,C
DELICIASBAKERYRESTAURANT,QUEENS,11368,Spanish,Not Critical,5,A
PUGSLEYPIZZA,BRONX,10458,Pizza,Critical,8,A
ANBEALBOCHTCAFE,BRONX,10463,American,Not Critical,8,P
SMITHCANTEEN,BROOKLYN,11231,Cafe,Critical,10,A
PENNYHOUSECAFE,BROOKLYN,11238,Cafe,Critical,8,A
LOSBALBUENARESTAURANT,BRONX,10458,Latin,Critical,13,A
ElBUENSABOR,QUEENS,11104,Latin,Critical,12,A
MILACAFE,MANHATTAN,10025,American,Critical,7,A
MINT,BROOKLYN,11223,Jewish/Kosher,Critical,10,A
MBRESTAURANT,BRONX,10458,African,Critical,12,A
SUBWAY,BROOKLYN,11207,Sandwiches,Critical,12,A
SALVIRESTAURANT,BROOKLYN,11234,Italian,Critical,7,A
MADISONCAFE,BRONX,10455,American,Critical,24,B
OXIDO,MANHATTAN,10010,Mexican,Not Critical,13,A
NEWSWIRLFUN,BROOKLYN,11209,"Ice Cream, Gelato, Yogurt, Ices",Critical,13,A
RUDY'SBAKERY,QUEENS,11385,Bakery,Not Critical,11,A
LAPARADAEXPRESSRESTAURANT,BROOKLYN,11215,Latin,Critical,9,A
FRUCES,MANHATTAN,10031,"Juice, Smoothies, Fruit Salads",Not Critical,11,A
"ORGANICFOOD,NATURALJUICESANDCOFFEESHOP",QUEENS,11368,Spanish,Not Critical,27,B
FAMOUSCUISINE,BROOKLYN,11220,Chinese,Not Critical,11,A
VSBERRY,MANHATTAN,10034,American,Not Critical,6,A
JADEASIANBISTRO,STATEN ISLAND,10306,Chinese/Japanese,Critical,10,A
ICOOKBUFFET,QUEENS,11355,Korean,Critical,9,A
GRANCASTILLODEJAGUARESTAURANT,BROOKLYN,11238,Latin,Not Critical,9,A
CAFEPLAZADELI,MANHATTAN,10004,American,Not Critical,12,A
PIZZATOWN,BROOKLYN,11217,Pizza/Italian,Critical,10,A
THEGUTHRIEINN,MANHATTAN,10029,American,Critical,9,A
BRINDLEROOM,MANHATTAN,10009,American,Not Critical,11,A
SOMOON,QUEENS,11358,Asian,Not Critical,4,A
TASTYCARIBBEAN,BROOKLYN,11203,Caribbean,Not Critical,13,A
BASTAPASTARESTAURANT,MANHATTAN,10011,Italian,Not Critical,9,A
MEIWEIRESTAURANT,BROOKLYN,11236,Chinese,Critical,12,A
218RESTAURANT,MANHATTAN,10013,Chinese,Not Critical,12,A
SUBWAY,QUEENS,11355,Sandwiches,Not Critical,13,A
STARBUCKS,MANHATTAN,10005,Cafe,Not Critical,3,A
CHRISCARIBBEANAMERICANRESTAURANT,BROOKLYN,11216,Caribbean,Not Critical,12,A
MCDONALD'S,QUEENS,11422,American,Not Critical,6,A
RetroGrillBar(HolidayInn),MANHATTAN,10002,American,Not Critical,12,A
SUBWAY,QUEENS,11373,Sandwiches,Not Critical,2,A
HAINARESTAURANT,BRONX,10453,Spanish,Not Critical,12,A
LOSHERMANOSSALAZARRESTAURANT,BRONX,10451,Mexican,Not Critical,16,B
ANNTONY'SRESTAURANT,BRONX,10458,Italian,Critical,12,A
FAMOUSJOE'SPIZZA,MANHATTAN,10014,Pizza,Critical,14,B
PIZZAD'AMORE,BROOKLYN,11234,Pizza/Italian,Not Critical,2,A
GNOCCHERIABYLUZZO'S,MANHATTAN,10009,Italian,Critical,12,A
SUSHIAKIO,QUEENS,11375,Japanese,Not Critical,12,A
PARISBAGUETTE,QUEENS,11361,French,Critical,13,A
JEFFERIESCAFE(5thFloor),MANHATTAN,10022,American,Not Critical,9,A
ANTONIO'S,QUEENS,11370,Italian,Not Critical,32,C
REDHOUSE,BROOKLYN,11211,Chinese,Critical,12,A
SEUDAFOODS,BROOKLYN,11223,Jewish/Kosher,Critical,12,A
FORESTPARKSNACKBAR,QUEENS,11421,American,Not Critical,4,A
LAPIAZZAPIZZERIARESTAURANT,STATEN ISLAND,10314,Pizza,Not Critical,21,B
STARBUCKS,STATEN ISLAND,10314,Cafe,Critical,5,A
LOSTRESPOTRILLOS,QUEENS,11372,Mexican,Critical,13,A
MAMMALORNA'SRESTAURANT,BRONX,10469,Caribbean,Not Critical,11,A
GOLDENKRUSTCARIBBEANBAKERYGRILL,BROOKLYN,11213,Caribbean,Not Critical,4,A
SAVOYBAKERY,BROOKLYN,11232,Bakery,Critical,26,B
SUNRISEMART,MANHATTAN,10017,Japanese,Critical,19,B
ALMAR,BROOKLYN,11201,American,Not Critical,45,C
ABATURKISHRESTAURANT,MANHATTAN,10019,Turkish,Not Critical,13,A
YOLANDARESTAURANT,BROOKLYN,11207,Spanish,Not Critical,18,B
NO.7,BROOKLYN,11238,American,Critical,10,A
LEPAINQUOTIDIEN,MANHATTAN,10013,Sandwiches,Critical,12,A
COFFEECLOCK,MANHATTAN,10021,Cafe,Critical,12,A
WILLIAMGREENBERGJRDESSERTS,MANHATTAN,10028,Cafe,Not Critical,9,A
YUMMYHOUSE,QUEENS,11355,Chinese,Not Critical,6,A
ARCHWAYCAFE(unit114)onPEARLST,BROOKLYN,11201,American,Critical,12,A
KEN'SASIANTASTE,MANHATTAN,10013,Chinese,Not Critical,13,A
POPEYESLOUISIANAKITCHEN,BROOKLYN,11212,Chicken,Not Critical,2,A
COSI,MANHATTAN,10018,Sandwiches,Critical,12,A
LOBSTERBOX,BRONX,10464,Seafood,Not Critical,12,A
LOKIBARBENCHMARKRESTAURANT,BROOKLYN,11215,American,Critical,13,A
AVELLINORESTAURANT,QUEENS,11374,Pizza,Not Critical,12,A
JOYCURRYTANDOOR,MANHATTAN,10017,Indian,Critical,7,A
JUNIPER,MANHATTAN,10001,American,Critical,10,A
JADEISLANDRESTAURANT,STATEN ISLAND,10314,Chinese,Critical,8,A
TRIDIMSHANGHAI,MANHATTAN,10075,Chinese,Critical,13,A
CORKKALEATEVENHOTEL,BROOKLYN,11217,American,Critical,27,B
KORNERCHICKEN-N-PIZZA,QUEENS,11432,American,Not Critical,12,A
OIJI,MANHATTAN,10003,Korean,Critical,27,B
BAYBAGELS,BROOKLYN,11204,American,Not Critical,5,A
INES'BAKERY,BROOKLYN,11232,Bakery,Not Critical,10,A
BESO,STATEN ISLAND,10301,Spanish,Not Critical,3,A
MARTA,MANHATTAN,10016,Italian,Not Critical,4,A
THEWATERFRONTRESTAURANT,BRONX,10465,American,Not Critical,5,A
BLUESMOKE,MANHATTAN,10282,Barbecue,Critical,5,A
MYKITCHEN,QUEENS,11375,Continental,Not Critical,12,A
LETSGETJUICEDLUCKY'SJUICEBAR,QUEENS,11432,"Juice, Smoothies, Fruit Salads",Critical,7,A
GRASSROOTTAVERN,MANHATTAN,10003,American,Critical,24,B
FORESTHILLBAGEL,QUEENS,11375,Bagels/Pretzels,Not Critical,11,A
LALECHONERACRIOLLA,BRONX,10457,Latin,Not Critical,12,A
SHINJU,BROOKLYN,11215,Japanese,Critical,12,A
MARYMOUNTCOLLEGENUGENTSCAFE,MANHATTAN,10021,American,Critical,10,A
619BARRESTAURANTELSALVADORENO,BRONX,10455,Latin,Not Critical,7,A
MAYACUISINE,QUEENS,11103,Mediterranean,Not Critical,9,A
NORTHPOLE,BROOKLYN,11217,American,Critical,27,B
PEHLAMBAYANDSPLITROCKGOLFCOURSE,BRONX,10464,American,Not Critical,13,A
UACOURTSTREET#12,BROOKLYN,11201,American,Not Critical,13,A
EATINGTREE,BRONX,10451,Caribbean,Not Critical,5,A
BLACKTAP,MANHATTAN,10013,American,Critical,12,A
PIOPIOEXPRESS,MANHATTAN,10128,Peruvian,Not Critical,14,B
DUNKIN'DONUTS,QUEENS,11691,Donuts,Critical,6,A
LOSARRIEROSRESTAURANT,QUEENS,11372,Spanish,Critical,12,A
SPOT,MANHATTAN,10003,Bakery,Critical,26,B
FOXY'SDINER,QUEENS,11104,American,Critical,11,A
COFFEEBREAK,MANHATTAN,10025,Bakery,Not Critical,11,A
HARRINGTON'SBARGRILL,MANHATTAN,10001,American,Not Critical,13,A
MCDONALD'S,MANHATTAN,10025,Hamburgers,Critical,13,A
PARKITALIANGOURMET,MANHATTAN,10036,Italian,Not Critical,11,A
LENNY'SPIZZA,QUEENS,11104,Pizza,Critical,9,A
WINGHINGSEAFOODRESTAURANT,BROOKLYN,11229,Chinese,Critical,12,A
BLIMPIE,BRONX,10462,Sandwiches/Salads/Mixed Buffet,Critical,10,A
MA'SNOODLEFUN,MANHATTAN,10128,Chinese,Not Critical,12,A
ANCHORCOFFEE,BROOKLYN,11221,Cafe,Critical,7,A
TOPCAFETIBET,BROOKLYN,11226,Asian,Not Critical,9,A
CHOICEMARKET,BROOKLYN,11238,American,Critical,52,C
VAPORLOUNGE,BRONX,10465,American,Critical,15,B
MARUMI,MANHATTAN,10012,Japanese,Critical,10,A
WULIANGYERESTAURANT,MANHATTAN,10036,Chinese,Not Critical,31,C
LARRYFLYNT'SHUSTLERCLUB,MANHATTAN,10019,American,Not Critical,11,A
DUNKIN'DONUTS,BRONX,10463,Donuts,Critical,13,A
LUIGI'SCATERING,QUEENS,11419,Italian,Critical,10,A
ONEDELIRESTAURANT,BROOKLYN,11215,Delicatessen,Critical,12,A
BALON,MANHATTAN,10028,"Bottled beverages, including water, sodas, juices, etc.",Critical,13,A
THEJOLLYGOATCOFFEEBAR,MANHATTAN,10036,Cafe,Critical,10,A
DESPIERTACONENERGIA/HERBALIFE,QUEENS,11368,Cafe,Not Critical,2,A
CHERRYVALLEYDELI,QUEENS,11357,Sandwiches,Not Critical,9,A
GOLDENCITYCHINESERESTAURANT,MANHATTAN,10001,Chinese,Critical,12,A
GOODFORTUNERESTAURANT,QUEENS,11355,Chinese,Not Critical,12,A
BIWON,QUEENS,11364,Korean,Critical,8,A
VESUVIOPIZZA,BRONX,10467,Pizza,Not Critical,7,A
PRONTOPIZZA,QUEENS,11103,Pizza/Italian,Critical,7,A
MYPLACEFAMILYPIZZA,BRONX,10458,Pizza,Critical,23,B
LUCKY'SFAMOUSBURGERS,MANHATTAN,10002,Hamburgers,Not Critical,5,A
BAR,MANHATTAN,10121,Other,Not Critical,2,A
EVERYTHINGGOESBOOKCAFE,STATEN ISLAND,10301,American,Not Critical,9,A
CRANBERRY'S,BROOKLYN,11201,American,Critical,16,B
REDLIONINNSUITES,BROOKLYN,11217,American,Not Critical,26,B
THETRIPLECROWN,MANHATTAN,10001,Irish,Critical,7,A
TOMMYPIZZERIA,QUEENS,11693,Pizza/Italian,Critical,5,A
DUNKIN'DONUTS,BROOKLYN,11222,Cafe,Critical,11,A
GRACEFOODIICHINESERESTAURANT,BROOKLYN,11206,Chinese,Critical,33,C
KAMBIRAMEN,MANHATTAN,10003,Japanese,Not Critical,12,A
BaoDing,QUEENS,11358,Chinese,Not Critical,8,A
FREETIMEHANGOUT,BROOKLYN,11214,Chinese,Critical,32,C
KAIFENGFUDUMPLINGHOUSE,BROOKLYN,11220,Chinese,Critical,18,Z
MANGOS,QUEENS,11372,Mexican,Not Critical,10,A
CORNERSOCIAL,MANHATTAN,10027,American,Critical,26,B
GLENDALEDINER,QUEENS,11385,Mediterranean,Critical,12,A
ELMONTANEROBAKERYANDRESTAURANT,QUEENS,11385,Latin,Critical,11,A
DELIGRILL,BROOKLYN,11220,Latin,Not Critical,11,A
NEWSINLEERESTAURANT,BROOKLYN,11233,Chinese,Not Critical,21,B
SUBWAY,BRONX,10466,Sandwiches/Salads/Mixed Buffet,Not Critical,9,A
NEWGRACECHINESERESTAURANT,BROOKLYN,11205,Chinese,Critical,10,A
COFFEERX,BROOKLYN,11209,Cafe,Not Critical,12,A
GRAMERCYBAGEL,MANHATTAN,10010,Bagels/Pretzels,Not Critical,11,A
PRIMOCAPPUCCINOII,MANHATTAN,10001,Sandwiches/Salads/Mixed Buffet,Not Critical,7,A
VIVIBUBBLETEA,MANHATTAN,10011,Chinese,Critical,25,B
NINOSRESTAURANT,STATEN ISLAND,10305,Italian,Not Critical,11,A
PAPAYAKING,BROOKLYN,11217,Hotdogs,Not Critical,2,A
GRANDAISYBAKERY,MANHATTAN,10023,Bakery,Not Critical,6,A
BELLEREVE,MANHATTAN,10013,American,Critical,12,A
TACHEARTISANCHOCOLATE,MANHATTAN,10002,American,Not Critical,13,A
DOMINO'S,MANHATTAN,10025,Pizza,Critical,10,A
BAITHOOK,MANHATTAN,10003,Seafood,Not Critical,11,A
LASDELICIASPERUANASRESTAURANT,QUEENS,11368,Peruvian,Critical,11,A
TUSONRISA,MANHATTAN,10032,Latin,Critical,10,A
THEBEAN,MANHATTAN,10003,Other,Critical,10,A
LOMA#3RESTAURANT,BROOKLYN,11207,Latin,Not Critical,18,B
SHOWMAN'SCAFE,MANHATTAN,10027,American,Not Critical,4,A
BULLY'SDELI,MANHATTAN,10003,Delicatessen,Critical,13,A
TOUSLESJOURS,MANHATTAN,10002,Chinese,Critical,9,A
CAFEO',MANHATTAN,10017,American,Not Critical,9,A
PEPPERJACKGRILL,STATEN ISLAND,10314,American,Critical,5,A
CROWNFRIEDCHICKEN,BROOKLYN,11212,Chicken,Not Critical,10,A
RESTAURANTLASAVANE,MANHATTAN,10026,African,Critical,24,B
EASTPALACE,MANHATTAN,10017,Chinese,Not Critical,13,A
CARIDADRESTAURANT,MANHATTAN,10031,Spanish,Not Critical,16,B
QKACHAPARESTAURANT,BRONX,10463,Spanish,Critical,27,Z
BOZU,BROOKLYN,11211,Japanese,Not Critical,9,A
CARVELICECREAM,QUEENS,11372,"Ice Cream, Gelato, Yogurt, Ices",Not Critical,2,A
TOKYOBAY,BROOKLYN,11209,Japanese,Critical,10,A
CAFFEAZZURRID'ITALIA,BRONX,10461,Cafe,Not Critical,8,A
CINDERELLASRESTAURANT,STATEN ISLAND,10301,Mexican,Not Critical,13,A
HOWAHRESTAURANT,BROOKLYN,11216,Chinese,Critical,7,A
CAFEJAX,MANHATTAN,10028,Cafe,Not Critical,10,A
O'HARA'S,MANHATTAN,10006,American,Critical,12,A
DIGINNSEASONALMARKET,MANHATTAN,10281,American,Not Critical,9,A
MANHATTANPROPER,MANHATTAN,10007,American,Not Critical,11,A
WONDERFULCHENRESTAURANT,BROOKLYN,11220,Asian,Critical,13,A
"DUNKIN'DONUTS,BASKINROBBINS",BRONX,10461,Cafe,Critical,7,A
TOLOACHEMEXICANBISTRO,MANHATTAN,10019,Mexican,Critical,12,A
PEASANTSTOCK,MANHATTAN,10002,Soups,Critical,10,A
LITTLECUPCAKEBAKESHOP,BROOKLYN,11209,Bakery,Critical,6,A
STARBUCKS#24485,MANHATTAN,10022,Cafe,Critical,12,A
MAOZVEGETARIAN,MANHATTAN,10029,Vegetarian,Not Critical,2,Z
STROKOSPIZZADELI,MANHATTAN,10019,American,Critical,12,A
MCDONALD'S,QUEENS,11427,Hamburgers,Not Critical,12,A
AMAZING66RESTAURANT,MANHATTAN,10013,Chinese,Not Critical,10,A
ALICES,BROOKLYN,11223,Jewish/Kosher,Critical,23,B
NEWYORKSTYLEEATS,QUEENS,11104,American,Not Critical,12,A
ELSABROSOCOFFEESHOP,QUEENS,11377,Spanish,Critical,9,A
DONCHUCHO,STATEN ISLAND,10310,Mexican,Critical,17,B
LINDA'SWINGKBOYPIZZERIA,BRONX,10457,Pizza,Critical,12,A
ARIYOSHIJAPANESERESTAURANT,QUEENS,11104,Japanese,Critical,7,A
DUNKIN'DONUTS,QUEENS,11373,Donuts,Critical,10,A
PIERSIXTYONE-THELIGHTHOUSE,MANHATTAN,10011,American,Not Critical,11,A
BEN-BESTDELIRESTAURANT,QUEENS,11374,Jewish/Kosher,Critical,42,C
MCDONALD'S,QUEENS,11368,Hamburgers,Not Critical,3,A
LUANNE'SWILDGINGER,BROOKLYN,11238,Vegetarian,Critical,16,B
DUNKIN'DONUTS,QUEENS,11372,Donuts,Not Critical,4,A
CLAYPOTNOODLESHOP,BROOKLYN,11220,Chinese,Not Critical,7,A
REBAR,MANHATTAN,10011,American,Not Critical,11,A
SANTODOMINGOBAKERY,MANHATTAN,10002,Bakery,Critical,7,A
MCGUINNESS'S,QUEENS,11104,Irish,Not Critical,7,A
STEVE'SBAKERY,BRONX,10468,Bakery,Not Critical,9,A
ELNUEVOAMANECERRESTAURANT,MANHATTAN,10002,Latin,Critical,13,A
THEATERROWDINER,MANHATTAN,10036,American,Critical,11,A
TUSCANYCAFE,QUEENS,11430,Cafe,Critical,40,C
BARAKABUFFET,MANHATTAN,10030,African,Critical,12,A
MAYLINGARDEN,BROOKLYN,11220,Chinese,Not Critical,7,A
NATHAN'SFAMOUS,QUEENS,11368,American,Critical,7,A
ENZO'SPIZZA,QUEENS,11416,Pizza/Italian,Not Critical,10,A
GRAZIELLAPIZZERIA,QUEENS,11358,Pizza/Italian,Critical,12,A
ALTESIRISTORANTE,MANHATTAN,10065,Italian,Critical,13,A
THESUPPLYHOUSE,MANHATTAN,10028,American,Not Critical,24,B
DUNKIN'DONUTS,BROOKLYN,11234,Jewish/Kosher,Not Critical,7,A
THEHIDEAWAYSEAPORT,MANHATTAN,10038,American,Critical,12,A
MILKCOOKIESBAKERY,MANHATTAN,10014,Bakery,Critical,10,A
METROPOLITANFOODCAFEOFBROOKLYNCOLLEGE,BROOKLYN,11210,American,Not Critical,12,A
POPEYESLOUISIANAKITCHEN,QUEENS,11354,Chicken,Not Critical,5,A
KINGPIZZA,BROOKLYN,11216,Pizza,Critical,12,A
EMPANADASMONUMENTAL,BRONX,10453,Latin,Critical,11,A
KING'SCHEF,MANHATTAN,10037,Chicken,Not Critical,12,A
"DUNKIN'DONUTS,HUDSONNEWS",MANHATTAN,10001,American,Not Critical,2,A
CHEUNGHINGKITCHEN,QUEENS,11434,Chinese,Not Critical,9,A
BEN'SKOSHERDELIRESTAURANT,QUEENS,11360,Jewish/Kosher,Critical,12,A
NEWPEPERONI'SPIZZA,BRONX,10474,Pizza,Critical,6,A
UTSAVFESTIVEINDIARESTAURANT,MANHATTAN,10036,Indian,Critical,12,A
POPEYESLOUISIANAKITCHEN,BROOKLYN,11206,Chicken,Not Critical,10,A
CIBAR,MANHATTAN,10003,American,Critical,12,A
CARMAASIANTAPAS,MANHATTAN,10014,Asian,Not Critical,10,A
CRAVEFISHBAR,MANHATTAN,10024,American,Critical,10,A
STARBUCKS,MANHATTAN,10029,Cafe,Not Critical,9,A
UPTOWNROASTERS,BROOKLYN,11215,Cafe,Critical,11,A
PRONTOPIZZA,STATEN ISLAND,10306,Pizza/Italian,Critical,37,C
BABALHARA,BROOKLYN,11209,Mediterranean,Critical,12,A
ELCASTILLODEJAGUAII,MANHATTAN,10002,Spanish,Not Critical,9,A
SHORTYTANGNOODLESHOP,MANHATTAN,10011,Chinese,Critical,7,A
ZEBRALOUNGE,QUEENS,11354,Chinese,Not Critical,13,A
THRIDFLOORCAFE,MANHATTAN,10016,Korean,Critical,10,A
MOONSTRUCKDINER,MANHATTAN,10022,American,Critical,8,A
PUREBISTRO,BROOKLYN,11217,American,Critical,10,A
SuperCrownFriedChickenPizza,BRONX,10459,Chicken,Not Critical,19,B
TROQUET,MANHATTAN,10013,French,Critical,13,A
GEORGE'SDINER-CAFE,BRONX,10462,American,Not Critical,18,P
SPRINGNATURALKITCHEN,MANHATTAN,10024,American,Critical,11,A
TASTYDELICIOUSWESTINDIANBAKERYRESTAURANT,BROOKLYN,11236,Caribbean,Critical,22,Z
DELICESARRASIN,MANHATTAN,10014,French,Critical,8,A
KAVACAFE,MANHATTAN,10036,Cafe,Not Critical,5,A
CROWNFRIEDCHICKENPIZZA,BROOKLYN,11206,Chicken,Not Critical,2,P
"BOOMBOOMROOM,LEBAIN,THESTANDARD",MANHATTAN,10014,American,Critical,5,A
JAVADAYCAFE,QUEENS,11358,Cafe,Critical,13,A
GRILLONLEE,BROOKLYN,11211,Jewish/Kosher,Not Critical,12,A
BAYBAGELS,BROOKLYN,11204,American,Not Critical,9,A
KEN'SASIANTASTE,MANHATTAN,10013,Chinese,Critical,16,B
ELREYMEXICANRESTAURANT,QUEENS,11102,Mexican,Critical,7,A
MARK'SPIZZERIA,BROOKLYN,11231,Pizza,Critical,10,A
AVENUEXPIZZAGRILL,BROOKLYN,11235,Pizza/Italian,Critical,8,A
POINTVIEWDELI,BROOKLYN,11222,Delicatessen,Critical,12,A
ICHIRO,MANHATTAN,10128,Chinese/Japanese,Critical,12,A
SAVORE,MANHATTAN,10012,Italian,Not Critical,10,A
BOSTONMARKET,STATEN ISLAND,10302,American,Critical,12,A
SUBWAY,QUEENS,11415,Sandwiches/Salads/Mixed Buffet,Critical,10,A
CROWNFRIEDCHICKEN,BROOKLYN,11221,Chicken,Critical,8,A
SEAMSTRESS,MANHATTAN,10021,American,Not Critical,13,A
NEWDRAGONRESTAURANT,BROOKLYN,11205,Chinese,Critical,7,A
DEATHAVENUE,MANHATTAN,10001,Pizza,Critical,11,A
OVELIARESTAURANT,QUEENS,11103,Greek,Not Critical,6,A
VACCAGRILLLOUNGE,MANHATTAN,10034,American,Critical,10,A
SUGARFREAK,QUEENS,11103,Cajun,Critical,10,A
SNACKBAR(LOCATEDBETWEENA-BBETWEENFANCYFOODANDMASTERS),BRONX,10474,American,Not Critical,11,A
VALBELLAMIDTOWN,MANHATTAN,10022,Italian,Critical,6,A
LUIGIPIZZERIARISTORANTE,MANHATTAN,10128,Pizza,Critical,12,A
CHIHUAHUA,QUEENS,11104,Mexican,Critical,7,A
ICOOKBUFFET,QUEENS,11355,Korean,Not Critical,9,A
TRUMPSOHOMAINKITCHENCAFETERIA,MANHATTAN,10013,American,Not Critical,4,A
TOPAZERESTAURANT,BROOKLYN,11203,Caribbean,Not Critical,11,A
JOHN'SDONUTCOFFEESHOP,BROOKLYN,11205,American,Critical,12,A
ANASSATAVERNA,MANHATTAN,10022,American,Not Critical,12,A
MEL'SBURGERBAR,MANHATTAN,10025,Hamburgers,Not Critical,15,B
SANTODOMINGOBAKERY,MANHATTAN,10002,Bakery,Not Critical,13,A
GATSBY'S,MANHATTAN,10012,American,Not Critical,11,A
NO.1KITCHEN,MANHATTAN,10003,Chinese,Not Critical,19,B
EASTNOODLEVILLAGE,MANHATTAN,10002,Chinese,Not Critical,23,B
THEDELANCEY,MANHATTAN,10002,American,Not Critical,22,B
BOSTONROADCHINA,BRONX,10469,Chinese,Critical,26,B
LEFTFIELDSPORTSLOUNGS,BRONX,10451,Other,Not Critical,12,A
DOMINIC'SGOURMETPIZZA,BRONX,10469,Pizza,Not Critical,26,B
NHA-TRANGCENTREVIETNAMRESTAURANT,MANHATTAN,10013,Vietnamese/Cambodian/Malaysia,Not Critical,5,C
RIVIERARISTORANTE,QUEENS,11357,Italian,Not Critical,13,A
ELPALACIOSEAFOODMARKET,MANHATTAN,10032,Seafood,Critical,7,A
AIRSPACELOUNGE,QUEENS,11430,American,Critical,7,A
ULIKECHINESERESTAURANT,BROOKLYN,11206,Chinese,Not Critical,2,P
WHITECASTLE,MANHATTAN,10029,Hamburgers,Critical,9,A
BASICSCAFETERIA,BRONX,10456,American,Not Critical,2,A
FOURTWENTYBLACKBIRDS,BROOKLYN,11215,Bakery,Not Critical,21,B
ILPICCOLOBUFALO,MANHATTAN,10013,Italian,Not Critical,13,A
LUCERESTAURANTENOTECA,MANHATTAN,10023,Italian,Not Critical,12,A
THEGINMILL,MANHATTAN,10024,American,Not Critical,9,A
GRIMALDI'S,BROOKLYN,11201,Pizza/Italian,Not Critical,12,A
RIVERDALESTEAKHOUSE,BRONX,10471,Steak,Critical,9,A
CAFECOUSINARESTAURANT,BRONX,10452,Spanish,Critical,13,A
LASULTANACAFE,MANHATTAN,10003,Mediterranean,Not Critical,8,A
STARBUCKS,MANHATTAN,10018,Cafe,Not Critical,12,A
NEWHOPSHINGKITCHEN,BROOKLYN,11207,Chinese,Critical,10,A
PIER76,STATEN ISLAND,10301,Italian,Critical,26,Z
TACOMBIATFONDANOLITA,MANHATTAN,10012,Mexican,Not Critical,13,A
SERAFINAGRILL,MANHATTAN,10065,Italian,Critical,13,A
THEALCHEMIST'SKITCHEN,MANHATTAN,10003,Vegetarian,Critical,10,A
WAKAMATSUJAPANESERESTAURANT,QUEENS,11378,Japanese,Critical,12,A
SUBWAY,QUEENS,11377,Sandwiches/Salads/Mixed Buffet,Critical,8,A
BBQVILLAGE,QUEENS,11432,Pakistani,Not Critical,6,A
CAFEANGELIQUE,MANHATTAN,10012,Cafe,Critical,20,B
YEGARDEN,QUEENS,11385,Chinese,Not Critical,7,A
THEREGAL,BROOKLYN,11211,American,Not Critical,13,A
FAJITASSUNRISERESTAURANT,QUEENS,11385,Mexican,Critical,33,C
WINGHINGEXPRESSCHINESEFOOD,BROOKLYN,11225,Chinese,Not Critical,11,A
SANJOSETULCINGODELI,BRONX,10451,Mexican,Critical,12,A
FAMOUSFAMIGLIA,MANHATTAN,10025,Pizza,Not Critical,10,A
LECHEILE,MANHATTAN,10033,Irish,Critical,12,A
LATAVERNA,BROOKLYN,11222,Italian,Critical,13,A
MILE17,MANHATTAN,10021,American,Not Critical,11,A
IGNAZIO'S,BROOKLYN,11201,Pizza,Not Critical,24,B
PITASANDSTICKS,BROOKLYN,11215,Greek,Not Critical,11,A
ALMOND,MANHATTAN,10010,French,Not Critical,11,A
THECASTELLOPLAN,BROOKLYN,11218,American,Critical,26,B
TOTALAMAZINGGRACE,BROOKLYN,11226,Caribbean,Critical,27,B
BROWNY,QUEENS,11358,Cafe,Not Critical,10,A
TAKE31,MANHATTAN,10016,Korean,Not Critical,12,A
RELIABLEFOOD,MANHATTAN,10022,American,Critical,12,A
BAYARDSALEHOUSE,MANHATTAN,10028,Irish,Critical,12,A
DUNKIN'DONUTS,MANHATTAN,10001,Donuts,Not Critical,13,A
